tick	day	month	year	population	births	deaths	deaths_starvation	deaths_old_age	deaths_bycatch
75456	1572	5	5	2000	0	0	0	0	0
75504	1573	5	5	2000	0	0	0	0	0
75552	1574	5	5	2000	0	0	0	0	0
75600	1575	5	5	2000	0	0	0	0	0
75648	1576	5	5	2000	0	0	0	0	0
75696	1577	5	5	2000	0	0	0	0	0
75744	1578	5	5	2000	0	0	0	0	0
75792	1579	5	5	2000	0	0	0	0	0
75840	1580	5	5	2000	0	0	0	0	0
75888	1581	5	5	2000	0	0	0	0	0
75936	1582	5	5	2000	0	0	0	0	0
75984	1583	5	5	2000	0	0	0	0	0
76032	1584	5	5	2000	0	0	0	0	0
76080	1585	5	5	2000	0	0	0	0	0
76128	1586	5	5	2000	0	0	0	0	0
76176	1587	5	5	2000	0	0	0	0	0
76224	1588	5	5	2000	0	0	0	0	0
76272	1589	5	5	2000	0	0	0	0	0
76320	1590	6	5	2000	0	0	0	0	0
76368	1591	6	5	2000	0	0	0	0	0
76416	1592	6	5	2000	0	0	0	0	0
76464	1593	6	5	2000	0	0	0	0	0
76512	1594	6	5	2000	0	0	0	0	0
76560	1595	6	5	2000	0	0	0	0	0
76608	1596	6	5	2000	0	0	0	0	0
76656	1597	6	5	1999	0	1	1	0	0
76704	1598	6	5	1999	0	1	1	0	0
76752	1599	6	5	1999	0	1	1	0	0
76800	1600	6	5	1999	0	1	1	0	0
76848	1601	6	5	1999	0	1	1	0	0
76896	1602	6	5	1999	0	1	1	0	0
76944	1603	6	5	1999	0	1	1	0	0
76992	1604	6	5	1999	0	1	1	0	0
77040	1605	6	5	1999	0	1	1	0	0
77088	1606	6	5	1999	0	1	1	0	0
77136	1607	6	5	1999	0	1	1	0	0
77184	1608	6	5	1999	0	1	1	0	0
77232	1609	6	5	1999	0	1	1	0	0
77280	1610	6	5	1999	0	1	1	0	0
77328	1611	6	5	1999	0	1	1	0	0
77376	1612	6	5	1999	0	1	1	0	0
77424	1613	6	5	1999	0	1	1	0	0
77472	1614	6	5	1999	0	1	1	0	0
77520	1615	6	5	1999	0	1	1	0	0
77568	1616	6	5	1999	0	1	1	0	0
77616	1617	6	5	1999	0	1	1	0	0
77664	1618	6	5	1999	0	1	1	0	0
77712	1619	6	5	1999	0	1	1	0	0
77760	1620	7	5	1999	0	0	0	0	0
77808	1621	7	5	1999	0	0	0	0	0
77856	1622	7	5	1999	0	0	0	0	0
77904	1623	7	5	1999	0	0	0	0	0
77952	1624	7	5	1999	0	0	0	0	0
78000	1625	7	5	1999	0	0	0	0	0
78048	1626	7	5	1999	0	0	0	0	0
78096	1627	7	5	1999	0	0	0	0	0
78144	1628	7	5	1999	0	0	0	0	0
78192	1629	7	5	1999	0	0	0	0	0
78240	1630	7	5	1999	0	0	0	0	0
78288	1631	7	5	1999	0	0	0	0	0
78336	1632	7	5	1999	0	0	0	0	0
78384	1633	7	5	1999	0	0	0	0	0
78432	1634	7	5	1999	0	0	0	0	0
78480	1635	7	5	1999	0	0	0	0	0
78528	1636	7	5	1999	0	0	0	0	0
78576	1637	7	5	1999	0	0	0	0	0
78624	1638	7	5	1999	0	0	0	0	0
78672	1639	7	5	1998	0	1	1	0	0
78720	1640	7	5	1998	0	1	1	0	0
78768	1641	7	5	1998	0	1	1	0	0
78816	1642	7	5	1998	0	1	1	0	0
78864	1643	7	5	1998	0	1	1	0	0
78912	1644	7	5	1998	0	1	1	0	0
78960	1645	7	5	1998	0	1	1	0	0
79008	1646	7	5	1998	0	1	1	0	0
79056	1647	7	5	1998	0	1	1	0	0
79104	1648	7	5	1998	0	1	1	0	0
79152	1649	7	5	1998	0	1	1	0	0
79200	1650	8	5	1998	0	0	0	0	0
79248	1651	8	5	1998	0	0	0	0	0
79296	1652	8	5	1998	0	0	0	0	0
79344	1653	8	5	1998	0	0	0	0	0
79392	1654	8	5	1998	0	0	0	0	0
79440	1655	8	5	1998	0	0	0	0	0
79488	1656	8	5	1998	0	0	0	0	0
79536	1657	8	5	1998	0	0	0	0	0
79584	1658	8	5	1998	0	0	0	0	0
79632	1659	8	5	1998	0	0	0	0	0
79680	1660	8	5	1998	0	0	0	0	0
79728	1661	8	5	1998	0	0	0	0	0
79776	1662	8	5	1998	0	0	0	0	0
79824	1663	8	5	1998	0	0	0	0	0
79872	1664	8	5	1998	0	0	0	0	0
79920	1665	8	5	1998	0	0	0	0	0
79968	1666	8	5	1998	0	0	0	0	0
80016	1667	8	5	1998	0	0	0	0	0
80064	1668	8	5	1998	0	0	0	0	0
80112	1669	8	5	1998	0	0	0	0	0
80160	1670	8	5	1998	0	0	0	0	0
80208	1671	8	5	1998	0	0	0	0	0
80256	1672	8	5	1998	0	0	0	0	0
80304	1673	8	5	1998	0	0	0	0	0
80352	1674	8	5	1998	0	0	0	0	0
80400	1675	8	5	1998	0	0	0	0	0
80448	1676	8	5	1998	0	0	0	0	0
80496	1677	8	5	1998	0	0	0	0	0
80544	1678	8	5	1998	0	0	0	0	0
80592	1679	8	5	1998	0	0	0	0	0
80640	1680	9	5	1998	0	0	0	0	0
80688	1681	9	5	1998	0	0	0	0	0
80736	1682	9	5	1998	0	0	0	0	0
80784	1683	9	5	1998	0	0	0	0	0
80832	1684	9	5	1997	0	1	1	0	0
80880	1685	9	5	1997	0	1	1	0	0
80928	1686	9	5	1997	0	1	1	0	0
80976	1687	9	5	1997	0	1	1	0	0
81024	1688	9	5	1997	0	1	1	0	0
81072	1689	9	5	1997	0	1	1	0	0
81120	1690	9	5	1997	0	1	1	0	0
81168	1691	9	5	1997	0	1	1	0	0
81216	1692	9	5	1997	0	1	1	0	0
81264	1693	9	5	1997	0	1	1	0	0
81312	1694	9	5	1997	0	1	1	0	0
81360	1695	9	5	1997	0	1	1	0	0
81408	1696	9	5	1997	0	1	1	0	0
81456	1697	9	5	1997	0	1	1	0	0
81504	1698	9	5	1997	0	1	1	0	0
81552	1699	9	5	1997	0	1	1	0	0
81600	1700	9	5	1997	0	1	1	0	0
81648	1701	9	5	1997	0	1	1	0	0
81696	1702	9	5	1997	0	1	1	0	0
81744	1703	9	5	1997	0	1	1	0	0
81792	1704	9	5	1997	0	1	1	0	0
81840	1705	9	5	1997	0	1	1	0	0
81888	1706	9	5	1997	0	1	1	0	0
81936	1707	9	5	1997	0	1	1	0	0
81984	1708	9	5	1997	0	1	1	0	0
82032	1709	9	5	1997	0	1	1	0	0
82080	1710	10	5	1997	0	0	0	0	0
82128	1711	10	5	1997	0	0	0	0	0
82176	1712	10	5	1997	0	0	0	0	0
82224	1713	10	5	1997	0	0	0	0	0
82272	1714	10	5	1997	0	0	0	0	0
82320	1715	10	5	1997	0	0	0	0	0
82368	1716	10	5	1997	0	0	0	0	0
82416	1717	10	5	1997	0	0	0	0	0
82464	1718	10	5	1997	0	0	0	0	0
82512	1719	10	5	1997	0	0	0	0	0
82560	1720	10	5	1997	0	0	0	0	0
82608	1721	10	5	1997	0	0	0	0	0
82656	1722	10	5	1997	0	0	0	0	0
82704	1723	10	5	1997	0	0	0	0	0
82752	1724	10	5	1997	0	0	0	0	0
82800	1725	10	5	1997	0	0	0	0	0
82848	1726	10	5	1997	0	0	0	0	0
82896	1727	10	5	1997	0	0	0	0	0
82944	1728	10	5	1997	0	0	0	0	0
82992	1729	10	5	1997	0	0	0	0	0
83040	1730	10	5	1997	0	0	0	0	0
83088	1731	10	5	1997	0	0	0	0	0
83136	1732	10	5	1997	0	0	0	0	0
83184	1733	10	5	1997	0	0	0	0	0
83232	1734	10	5	1997	0	0	0	0	0
83280	1735	10	5	1997	0	0	0	0	0
83328	1736	10	5	1997	0	0	0	0	0
83376	1737	10	5	1997	0	0	0	0	0
83424	1738	10	5	1997	0	0	0	0	0
83472	1739	10	5	1997	0	0	0	0	0
83520	1740	11	5	1997	0	0	0	0	0
83568	1741	11	5	1997	0	0	0	0	0
83616	1742	11	5	1997	0	0	0	0	0
83664	1743	11	5	1997	0	0	0	0	0
83712	1744	11	5	1997	0	0	0	0	0
83760	1745	11	5	1997	0	0	0	0	0
83808	1746	11	5	1997	0	0	0	0	0
83856	1747	11	5	1997	0	0	0	0	0
83904	1748	11	5	1997	0	0	0	0	0
83952	1749	11	5	1997	0	0	0	0	0
84000	1750	11	5	1997	0	0	0	0	0
84048	1751	11	5	1997	0	0	0	0	0
84096	1752	11	5	1997	0	0	0	0	0
84144	1753	11	5	1997	0	0	0	0	0
84192	1754	11	5	1997	0	0	0	0	0
84240	1755	11	5	1997	0	0	0	0	0
84288	1756	11	5	1997	0	0	0	0	0
84336	1757	11	5	1997	0	0	0	0	0
84384	1758	11	5	1997	0	0	0	0	0
84432	1759	11	5	1997	0	0	0	0	0
84480	1760	11	5	1997	0	0	0	0	0
84528	1761	11	5	1997	0	0	0	0	0
84576	1762	11	5	1997	0	0	0	0	0
84624	1763	11	5	1997	0	0	0	0	0
84672	1764	11	5	1997	0	0	0	0	0
84720	1765	11	5	1997	0	0	0	0	0
84768	1766	11	5	1997	0	0	0	0	0
84816	1767	11	5	1997	0	0	0	0	0
84864	1768	11	5	1997	0	0	0	0	0
84912	1769	11	5	1997	0	0	0	0	0
84960	1770	12	5	1997	0	0	0	0	0
85008	1771	12	5	1997	0	0	0	0	0
85056	1772	12	5	1997	0	0	0	0	0
85104	1773	12	5	1997	0	0	0	0	0
85152	1774	12	5	1997	0	0	0	0	0
85200	1775	12	5	1997	0	0	0	0	0
85248	1776	12	5	1997	0	0	0	0	0
85296	1777	12	5	1997	0	0	0	0	0
85344	1778	12	5	1997	0	0	0	0	0
85392	1779	12	5	1997	0	0	0	0	0
85440	1780	12	5	1997	0	0	0	0	0
85488	1781	12	5	1997	0	0	0	0	0
85536	1782	12	5	1997	0	0	0	0	0
85584	1783	12	5	1998	1	0	0	0	0
85632	1784	12	5	1998	1	0	0	0	0
85680	1785	12	5	1998	1	0	0	0	0
85728	1786	12	5	1998	1	0	0	0	0
85776	1787	12	5	1998	1	0	0	0	0
85824	1788	12	5	1998	1	0	0	0	0
85872	1789	12	5	1999	2	0	0	0	0
85920	1790	12	5	2000	3	0	0	0	0
85968	1791	12	5	2000	3	0	0	0	0
86016	1792	12	5	2000	3	0	0	0	0
86064	1793	12	5	2000	3	0	0	0	0
86112	1794	12	5	2000	3	0	0	0	0
86160	1795	12	5	2000	3	0	0	0	0
86208	1796	12	5	2000	3	0	0	0	0
86256	1797	12	5	2000	3	0	0	0	0
86304	1798	12	5	2000	3	0	0	0	0
86352	1799	12	5	2000	3	0	0	0	0
86400	1800	1	6	2000	0	0	0	0	0
